"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"0:02:19.0303268","crytolocker.exe","3060","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\HideIcons","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"0:02:19.0303477","crytolocker.exe","3060","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\MapNetDrvBtn","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"0:02:19.0303690","crytolocker.exe","3060","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\WebView","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"0:02:19.0303900","crytolocker.exe","3060","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\Filter","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"0:02:19.0304120","crytolocker.exe","3060","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\ShowSuperHidden","NAME NOT FOUND","Length: 144"
"0:02:19.0304345","crytolocker.exe","3060","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\SeparateProcess","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"0:02:19.0304558","crytolocker.exe","3060","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\NoNetCrawling","NAME NOT FOUND","Length: 144"
"0:02:19.0304778","crytolocker.exe","3060","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\AutoCheckSelect","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"0:02:19.0304995","crytolocker.exe","3060","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\IconsOnly","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"0:02:19.0305205","crytolocker.exe","3060","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\ShowTypeOverlay","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"0:02:19.0305443","crytolocker.exe","3060","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced","SUCCESS",""
"0:02:19.0306014","crytolocker.exe","3060","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"0:02:19.0306234","crytolocker.exe","3060","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"0:02:19.0306592","crytolocker.exe","3060","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"0:02:19.0306845","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\.exe","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0307141","crytolocker.exe","3060","RegOpenKey","HKCR\.exe","SUCCESS","Desired Access: Query Value"
"0:02:19.0307640","crytolocker.exe","3060","RegSetInfoKey","HKCR\.exe","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"0:02:19.0307839","crytolocker.exe","3060","RegQueryKey","HKCR\.exe","SUCCESS","Query: Name"
"0:02:19.0308052","crytolocker.exe","3060","RegQueryKey","HKCR\.exe","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0308374","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\.exe","NAME NOT FOUND","Desired Access: Maximum Allowed"
"0:02:19.0308637","crytolocker.exe","3060","RegQueryValue","HKCR\.exe\(Default)","SUCCESS","Type: REG_SZ, Length: 16, Data: exefile"
"0:02:19.0308984","crytolocker.exe","3060","RegCloseKey","HKCR\.exe","SUCCESS",""
"0:02:19.0309982","crytolocker.exe","3060","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"0:02:19.0311517","crytolocker.exe","3060","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"0:02:19.0311734","crytolocker.exe","3060","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"0:02:19.0311983","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\.exe\OpenWithProgids","NAME NOT FOUND","Desired Access: Read"
"0:02:19.0312280","crytolocker.exe","3060","RegOpenKey","HKCR\.exe\OpenWithProgids","NAME NOT FOUND","Desired Access: Read"
"0:02:19.0312692","crytolocker.exe","3060","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"0:02:19.0312941","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.exe\OpenWithProgids","SUCCESS","Desired Access: Read"
"0:02:19.0313266","crytolocker.exe","3060","RegSetInfoKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.exe\OpenWithProgids","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"0:02:19.0313483","crytolocker.exe","3060","RegQueryKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.exe\OpenWithProgids","SUCCESS","Query: Cached, SubKeys: 0, Values: 1"
"0:02:19.0313700","crytolocker.exe","3060","RegEnumValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.exe\OpenWithProgids","SUCCESS","Index: 0, Length: 220"
"0:02:19.0313909","crytolocker.exe","3060","RegEnumValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.exe\OpenWithProgids","NO MORE ENTRIES","Index: 1, Length: 220"
"0:02:19.0314325","crytolocker.exe","3060","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.exe\OpenWithProgids","SUCCESS",""
"0:02:19.0314545","crytolocker.exe","3060","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"0:02:19.0314762","crytolocker.exe","3060","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"0:02:19.0314972","crytolocker.exe","3060","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"0:02:19.0315218","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\.exe","NAME NOT FOUND","Desired Access: Read"
"0:02:19.0315507","crytolocker.exe","3060","RegOpenKey","HKCR\.exe","SUCCESS","Desired Access: Read"
"0:02:19.0317595","crytolocker.exe","3060","RegSetInfoKey","HKCR\.exe","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"0:02:19.0317837","crytolocker.exe","3060","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"0:02:19.0318090","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts","SUCCESS","Desired Access: Read"
"0:02:19.0318535","crytolocker.exe","3060","RegSetInfoKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"0:02:19.0318752","crytolocker.exe","3060","RegQueryKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"0:02:19.0321664","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.exe","SUCCESS","Desired Access: Read"
"0:02:19.0321946","crytolocker.exe","3060","RegQueryKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.exe","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"0:02:19.0322163","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.exe","SUCCESS","Desired Access: Read"
"0:02:19.0323095","crytolocker.exe","3060","RegQueryKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.exe","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"0:02:19.0323315","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.exe\UserChoice","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0323565","crytolocker.exe","3060","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.exe","SUCCESS",""
"0:02:19.0323771","crytolocker.exe","3060","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.exe","SUCCESS",""
"0:02:19.0323973","crytolocker.exe","3060","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"0:02:19.0324183","crytolocker.exe","3060","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"0:02:19.0324385","crytolocker.exe","3060","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"0:02:19.0324750","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\exefile","NAME NOT FOUND","Desired Access: Read"
"0:02:19.0325086","crytolocker.exe","3060","RegOpenKey","HKCR\exefile","SUCCESS","Desired Access: Read"
"0:02:19.0325400","crytolocker.exe","3060","RegSetInfoKey","HKCR\exefile","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"0:02:19.0325599","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: Name"
"0:02:19.0325805","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0326260","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\exefile\CurVer","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0326730","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0326954","crytolocker.exe","3060","RegOpenKey","HKCR\exefile\CurVer","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0327287","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: Name"
"0:02:19.0327554","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0327868","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\exefile","NAME NOT FOUND","Desired Access: Read"
"0:02:19.0328208","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0328544","crytolocker.exe","3060","RegOpenKey","HKCR\exefile","SUCCESS","Desired Access: Read"
"0:02:19.0328869","crytolocker.exe","3060","RegCloseKey","HKCR\exefile","SUCCESS",""
"0:02:19.0329072","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: Name"
"0:02:19.0329281","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0329588","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\exefile","NAME NOT FOUND","Desired Access: Read"
"0:02:19.0329859","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0330347","crytolocker.exe","3060","RegOpenKey","HKCR\exefile","SUCCESS","Desired Access: Read"
"0:02:19.0330615","crytolocker.exe","3060","RegCloseKey","HKCR\exefile","SUCCESS",""
"0:02:19.0330907","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: Name"
"0:02:19.0331113","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0331536","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\exefile\ShellEx\IconHandler","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0331865","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0332664","crytolocker.exe","3060","RegOpenKey","HKCR\exefile\ShellEx\IconHandler","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0333180","crytolocker.exe","3060","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"0:02:19.0333393","crytolocker.exe","3060","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"0:02:19.0333614","crytolocker.exe","3060","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"0:02:19.0333860","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\SystemFileAssociations\.exe","NAME NOT FOUND","Desired Access: Read"
"0:02:19.0334159","crytolocker.exe","3060","RegOpenKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Desired Access: Read"
"0:02:19.0335692","crytolocker.exe","3060","RegSetInfoKey","HKCR\SystemFileAssociations\.exe","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"0:02:19.0335916","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: Name"
"0:02:19.0336125","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0336584","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\SystemFileAssociations\.exe\ShellEx\IconHandler","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0336873","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0337094","crytolocker.exe","3060","RegOpenKey","HKCR\SystemFileAssociations\.exe\ShellEx\IconHandler","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0340133","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: Name"
"0:02:19.0340349","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0340664","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\exefile","NAME NOT FOUND","Desired Access: Maximum Allowed"
"0:02:19.0340924","crytolocker.exe","3060","RegQueryValue","HKCR\exefile\DocObject","NAME NOT FOUND","Length: 144"
"0:02:19.0341134","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: Name"
"0:02:19.0341484","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0341791","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\exefile\DocObject","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0342062","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0342283","crytolocker.exe","3060","RegOpenKey","HKCR\exefile\DocObject","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0342593","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: Name"
"0:02:19.0342796","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0343099","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\SystemFileAssociations\.exe","NAME NOT FOUND","Desired Access: Maximum Allowed"
"0:02:19.0343356","crytolocker.exe","3060","RegQueryValue","HKCR\SystemFileAssociations\.exe\DocObject","NAME NOT FOUND","Length: 144"
"0:02:19.0343565","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: Name"
"0:02:19.0343768","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0344071","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\SystemFileAssociations\.exe\DocObject","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0344350","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0344469","crytolocker.exe","3060","RegOpenKey","HKCR\SystemFileAssociations\.exe\DocObject","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0344939","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: Name"
"0:02:19.0345148","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0345455","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\exefile","NAME NOT FOUND","Desired Access: Maximum Allowed"
"0:02:19.0345708","crytolocker.exe","3060","RegQueryValue","HKCR\exefile\BrowseInPlace","NAME NOT FOUND","Length: 144"
"0:02:19.0345914","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: Name"
"0:02:19.0346236","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0346579","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\exefile\BrowseInPlace","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0346857","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0347074","crytolocker.exe","3060","RegOpenKey","HKCR\exefile\BrowseInPlace","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0347381","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: Name"
"0:02:19.0347584","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0347884","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\SystemFileAssociations\.exe","NAME NOT FOUND","Desired Access: Maximum Allowed"
"0:02:19.0350026","crytolocker.exe","3060","RegQueryValue","HKCR\SystemFileAssociations\.exe\BrowseInPlace","NAME NOT FOUND","Length: 144"
"0:02:19.0350247","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: Name"
"0:02:19.0350456","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0350774","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\SystemFileAssociations\.exe\BrowseInPlace","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0351179","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0351439","crytolocker.exe","3060","RegOpenKey","HKCR\SystemFileAssociations\.exe\BrowseInPlace","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0351772","crytolocker.exe","3060","RegQueryKey","HKCR\.exe","SUCCESS","Query: Name"
"0:02:19.0351978","crytolocker.exe","3060","RegQueryKey","HKCR\.exe","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0352285","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\.exe","NAME NOT FOUND","Desired Access: Maximum Allowed"
"0:02:19.0352538","crytolocker.exe","3060","RegQueryValue","HKCR\.exe\Content Type","SUCCESS","Type: REG_SZ, Length: 50, Data: application/x-msdownload"
"0:02:19.0352783","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: Name"
"0:02:19.0352989","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0353289","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\exefile\Clsid","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0353560","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0353777","crytolocker.exe","3060","RegOpenKey","HKCR\exefile\Clsid","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0354251","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: Name"
"0:02:19.0354464","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0354767","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\SystemFileAssociations\.exe\Clsid","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0355049","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0355273","crytolocker.exe","3060","RegOpenKey","HKCR\SystemFileAssociations\.exe\Clsid","NAME NOT FOUND","Desired Access: Query Value"
"0:02:19.0355591","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: Name"
"0:02:19.0355794","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0356361","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\exefile","NAME NOT FOUND","Desired Access: Maximum Allowed"
"0:02:19.0356617","crytolocker.exe","3060","RegQueryValue","HKCR\exefile\IsShortcut","NAME NOT FOUND","Length: 144"
"0:02:19.0357557","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: Name"
"0:02:19.0357766","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0358074","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\SystemFileAssociations\.exe","NAME NOT FOUND","Desired Access: Maximum Allowed"
"0:02:19.0358330","crytolocker.exe","3060","RegQueryValue","HKCR\SystemFileAssociations\.exe\IsShortcut","NAME NOT FOUND","Length: 144"
"0:02:19.0358547","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: Name"
"0:02:19.0358749","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0359194","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\exefile","NAME NOT FOUND","Desired Access: Maximum Allowed"
"0:02:19.0359447","crytolocker.exe","3060","RegQueryValue","HKCR\exefile\AlwaysShowExt","NAME NOT FOUND","Length: 144"
"0:02:19.0359653","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: Name"
"0:02:19.0359855","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0360155","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\SystemFileAssociations\.exe","NAME NOT FOUND","Desired Access: Maximum Allowed"
"0:02:19.0360520","crytolocker.exe","3060","RegQueryValue","HKCR\SystemFileAssociations\.exe\AlwaysShowExt","NAME NOT FOUND","Length: 144"
"0:02:19.0360777","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: Name"
"0:02:19.0361087","crytolocker.exe","3060","RegQueryKey","HKCR\exefile","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0361427","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\exefile","NAME NOT FOUND","Desired Access: Maximum Allowed"
"0:02:19.0361676","crytolocker.exe","3060","RegQueryValue","HKCR\exefile\NeverShowExt","NAME NOT FOUND","Length: 144"
"0:02:19.0361886","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: Name"
"0:02:19.0362092","crytolocker.exe","3060","RegQueryKey","HKCR\SystemFileAssociations\.exe","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"0:02:19.0362547","crytolocker.exe","3060","RegOpenKey","HKCU\Software\Classes\SystemFileAssociations\.exe","NAME NOT FOUND","Desired Access: Maximum Allowed"
"0:02:19.0362804","crytolocker.exe","3060","RegQueryValue","HKCR\SystemFileAssociations\.exe\NeverShowExt","NAME NOT FOUND","Length: 144"
"0:02:19.0363067","crytolocker.exe","3060","RegCloseKey","HKCR\SystemFileAssociations\.exe","SUCCESS",""
"0:02:19.0363295","crytolocker.exe","3060","RegCloseKey","HKCR\.exe","SUCCESS",""
"0:02:19.0363505","crytolocker.exe","3060","RegCloseKey","HKCR\exefile","SUCCESS",""
"0:02:19.0364509","crytolocker.exe","3060","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"0:02:19.0364773","crytolocker.exe","3060","RegOpenKey","HKLM\Software\Wow6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS","Desired Access: Read"
"0:02:19.0365069","crytolocker.exe","3060","RegSetInfoKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"0:02:19.0365297","crytolocker.exe","3060","RegQueryKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"0:02:19.0365521","crytolocker.exe","3060","RegOpenKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}","SUCCESS","Desired Access: Read"
"0:02:19.0365785","crytolocker.exe","3060","RegCloseKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS",""
"0:02:19.0366153","crytolocker.exe","3060","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Category","SUCCESS","Type: REG_DWORD, Length: 4, Data: 4"
"0:02:19.0366381","crytolocker.exe","3060","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Name","SUCCESS","Type: REG_SZ, Length: 16, Data: Desktop"
"0:02:19.0366609","crytolocker.exe","3060","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\ParentFolder","NAME NOT FOUND","Length: 144"
"0:02:19.0366822","crytolocker.exe","3060","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Description","NAME NOT FOUND","Length: 144"
"0:02:19.0367024","crytolocker.exe","3060","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\RelativePath","SUCCESS","Type: REG_SZ, Length: 16, Data: Desktop"
"0:02:19.0367241","crytolocker.exe","3060","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\ParsingName","NAME NOT FOUND","Length: 144"
"0:02:19.0367451","crytolocker.exe","3060","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\InfoTip","NAME NOT FOUND","Length: 144"
